"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"GPT2SP: A Transformer-Based Agile Story Point Estimation Approach","M. Fu; C. Tantithamthavorn","Software Systems and Cyber Security, Monash University, 2541 Clayton, Victoria, Australia; Information Technology, Monash University, 2541 Clayton, Victoria, Australia, 3800","IEEE Transactions on Software Engineering","","2022","PP","99","1","1","Story point estimation is a task to estimate the overall effort required to fully implement a product backlog item. Various estimation approaches (e.g., Planning Poker, Analogy, and expert judgment) are widely-used, yet they are still inaccurate and may be subjective, leading to ineffective sprint planning. Recent work proposed Deep-SE, a deep learning-based Agile story point estimation approach, yet it is still inaccurate, not transferable to other projects, and not interpretable. In this paper, we propose GPT2SP, a Transformer-based Agile Story Point Estimation approach. Our GPT2SP employs a GPT-2 pre-trained language model with a GPT-2 Transformer-based architecture, allowing our GPT2SP models to better capture the relationship among words while considering the context surrounding a given word and its position in the sequence and be transferable to other projects, while being interpretable. Through an extensive evaluation on 23,313 issues that span across 16 open-source software projects with 10 existing baseline approaches for within- and cross-project scenarios, our results show that our GPT2SP approach achieves a median MAE of 1.16, which is (1) 34%-57% more accurate than existing baseline approaches for within-project estimations; (2) 39%-49% more accurate than existing baseline approaches for cross-project estimations. The ablation study also shows that the GPT-2 architecture used in our approach substantially improves Deep-SE by 6%-47%, highlighting the significant advancement of the AI for Agile story point estimation. Finally, we develop a proof-of-concept tool to help practitioners better understand the most important words that contributed to the story point estimation of the given issue with the best supporting examples from past estimates. Our survey study with 16 Agile practitioners shows that the story point estimation task is perceived as an extremely challenging task. In addition, our AI-based story point estimation with explanations is perceived as more useful and trustworthy than without explanations, highlighting the practical need of our Explainable AI-based story point estimation approach.","1939-3520","","10.1109/TSE.2022.3158252","Australian Research Council(grant numbers:DE200100941); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9732669","Agile Story Point Estimation;AI for SE;Explainable AI","Estimation;Transformers;Computer architecture;Planning;Task analysis;Training;Artificial intelligence","","","","1","","","IEEE","10 Mar 2022","","","IEEE","IEEE Early Access Articles"
"Development of the knowledge system based on formation of holistic competence of project managers in the Czech Republic","P. Taraba; J. Trojan; V. Kavkova","Faculty of Logistics and Crisis Management Tomas Bata, University in Zlin, Zlin, Czech Republic; Faculty of Logistics and Crisis Management Tomas Bata, University in Zlin, Zlin, Czech Republic; Faculty of Logistics and Crisis Management Tomas Bata, University in Zlin, Zlin, Czech Republic","2017 12th International Scientific and Technical Conference on Computer Sciences and Information Technologies (CSIT)","9 Nov 2017","2017","2","","165","171","Based on research from Czech and international sources in the field of project management, the main goal of this paper is to compile a set of relevant data, skills and experiences in order to increase the level of the holistic competence of project managers in the Czech Republic. The primary goal will be a compilation of suggestions regarding knowledge systems development based on the elements of holistic competence, e.g. in areas such as the acquisition of information and practical skills as well as familiarization with relevant social maturity skills in the conditions of the Czech Republic. A summarizing analysis will be undertaken of individual levels of knowledge in project management centered on skills in holistic management, general management and strategic management. A comparison of the differences between Czech and international information sources should prove to be another important theoretical contribution. Acquainting International Project Management Association members with information regarding the holistic competence of project managers should be considered not only as a contribution to stakeholders and investors in the private sector, but also to universities and public","","978-1-5386-1639-0","10.1109/STC-CSIT.2017.8099443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8099443","holistic competence;knowledge system;project manager","Psychology;Project management;Cognition;Knowledge based systems;Logistics;Crisis management;Human resource management","knowledge management;organisational aspects;project management;strategic planning","holistic competence;project managers;Czech Republic;knowledge systems development;strategic management;Czech information sources;international information sources;International Project Management Association members;social maturity skills","","1","","35","","9 Nov 2017","","","IEEE","IEEE Conferences"
"The Role of Innovation Projects in Institutionalization: The Case of Resource Planning Systems","H. Scarbrough; M. Robertson","U.of Warwick, Coventry; Queen Mary, Univ. of London, London","2009 42nd Hawaii International Conference on System Sciences","20 Jan 2009","2009","","","1","6","This paper addresses the contradiction between the world-wide spread of projects implementing enterprise resource planning (ERP) systems innovation by Adam F. and Sammon, D. (2003) and extensive evidence of implementation failure by applying the lens of institutional theory to the long-run development of this innovation. The paper analyses the contribution of these projects to the institutionalization of RP systems by highlighting three key mechanisms which they advanced: role specialization, the production of discourse and boundary-spanning activities. The paper argues that, in the case of innovation projects, these mechanisms of institutionalization mediate the interplay between project-level implementation and the wider spread of RP systems innovation by shifting the 'knowledge barriers' which arise between the designers and users of an innovation over time by Attewell, P. (1992).","1530-1605","978-0-7695-3450-3","10.1109/HICSS.2009.451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4755724","","Technological innovation;Enterprise resource planning;Materials requirements planning;Lenses;Stress;Packaging;Production systems;Pulp manufacturing;Encoding;Decoding","enterprise resource planning;innovation management","innovation project;enterprise resource planning;boundary-spanning activitity","","","","15","","20 Jan 2009","","","IEEE","IEEE Conferences"
"Comparing Methods for Large-Scale Agile Software Development: A Systematic Literature Review","H. Edison; X. Wang; K. Conboy","The Maersk Mc Kinney Moller Institute, Syddansk Universitet, DK-5230 Odense, Syddanmark, Denmark, (e-mail: hedis@mmmi.sdu.dk); Computer Science, Free University of Bozen-Bolzano, 18956 Bolzano, Trentino-Alto Adige, Italy, (e-mail: xiaofeng.wang@unibz.it); Business Information Systems, National University of Ireland Galway, H91 TK33 Galway, Galway, Ireland, (e-mail: Kieran.Conboy@nuigalway.ie)","IEEE Transactions on Software Engineering","","2021","PP","99","1","1","Following the highly pervasive and effective use of agile methods at the team level, many software organisations now wish to replicate this success at the organisational level, adopting large-scale agile methods such as SAFe, Scrum-at-Scale, and others. However, this has proven significantly challenging. An analysis of the extant literature reveals a disparate set of studies across each individual method, with no cross-method comparison based on empirical evidence. This systematic literature review compares the main large-scale agile methods, namely SAFe, LeSS, Scrum-at-Scale, DAD, and the Spotify model. It is the first study to analyse and compare each of the method's principles, practices, tools, and metrics in a standardised manner. For each method, it presents not just the original method specifications but also all extensions and modifications to each method proposed by subsequent empirical research. It includes in this comparison not just commercial large-scale methods but also those that have been custom-built in organisations such as Nokia, Ericsson, and others. Based on the findings reported in this study, practitioners can make a more informed decision as to which commercial method or method component or, indeed, custom-built method is better suited to their needs. Our study reveals a number of theoretical and practical issues in the current literature, such as an emphasis on the practices of commercial frameworks at the expense of their underlying principles, or indeed any of the custom method. A set of challenges and success factors associated with the use of large-scale agile methods are identified. The study also identifies a number of research gaps to be addressed across methods.","1939-3520","","10.1109/TSE.2021.3069039","Science Foundation Ireland(grant numbers:13/RC/2094_P2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9387593","large-scale agile;critical assessment;challenges and success factors;systematic literature review","Bibliographies;Systematics;Software;Tools;Measurement;Information systems;Libraries","","","","1","","","CCBY","26 Mar 2021","","","IEEE","IEEE Early Access Articles"
"Synthesis of a mechatronic reference model for engineering processes of production systems","B. Drescher; T. P. Klein; B. Spiegelberger; R. Stetter; G. Reinhart",Institute for Machine Tools and Industrial Management Boltzmannstr. 15 85748 Garching Germany; Institute for Machine Tools and Industrial Management Boltzmannstr. 15 85748 Garching Germany; ITQ GmbH Parkring 4 85748 Garching Germany; ITQ GmbH Parkring 4 85748 Garching Germany; Institute for Machine Tools and Industrial Management Boltzmannstr. 15 85748 Garching Germany,"2014 IEEE/ASME International Conference on Advanced Intelligent Mechatronics","14 Aug 2014","2014","","","1592","1597","Despite the description of development projects by engineering models and methods the growing complexity of mechatronic engineering processes has not been sufficiently addressed within the research community. Currently a holistic and integrative mechatronic approach is still missing. The paper describes shortcomings of current macroscopic engineering and maturity models. As a consequence mechatronic engineering methods are outlined and synthesized into a holistic macroscopic engineering model the Mechatronic Reference Model (MRM). The model considers the mechatronic engineering process starting from the requirements engineering up to the final acceptance test of the production system. It outlines a three-layer-concept: The top layer consists of process areas along the mechatronic engineering process. The second layer stripes down and details each process area into several activity groups whilst the third layer deduces planning steps per activity group. Finally the MRM represents the basis for further research activities especially in terms of the integration of agile engineering models used for software development and the evaluation of mechatronic integration in engineering tools.","2159-6255","978-1-4799-5736-1","10.1109/AIM.2014.6878311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6878311","","Mechatronics;Modeling;Planning;Software;Production systems;Capability maturity model;Guidelines","agile manufacturing;manufacturing systems;mechatronics;production engineering computing;production planning","mechatronic engineering process;macroscopic engineering;maturity model;mechatronic engineering method;macroscopic engineering model;mechatronic reference model;production system;three-layer-concept;MRM;agile engineering model;software development;engineering tools","","5","","39","","14 Aug 2014","","","IEEE","IEEE Conferences"
"Application of Value Stream Mapping in Global Manufacturing Environment","S. Shah; C. Goh","University of Bolton,Centre for Global Logistics & S-SCM,United Kingdom; University of Bolton,Centre for Global Logistics & S-SCM,United Kingdom","2021 26th International Conference on Automation and Computing (ICAC)","15 Nov 2021","2021","","","1","6","With the global value chain establishment, the globalisation sourcing is the current normal practice in most of multinational companies. Some organisations focus on their core competencies and out-source previously in-house value-added process to external and third-party sub-contractors. Many companies reported that the limited knowledge about their upstream suppliers has resulted knowledge exchange about their critical sub-tier suppliers. The purpose of the research paper is to evaluate the applicability of Kraljic Portfolio Model, Lean and Agile techniques with Value Steam Mapping (VSM) tools and established frameworks at a Malaysian manufacture of IT storage product, to address their supply disruption challenges through direct supplier and sub-tier suppliers. This study aims to determine theories and techniques able to optimise value chain with critical sub-tier supplier through the changes of strategic and operational plans within the organisation and its supply chains.","","978-1-86043-557-7","10.23919/ICAC50006.2021.9594224","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9594224","Value Chain;Manufacturing;Value Stream Mapping;Supply Chain Management;Agile and Lean","Agile manufacturing;Automation;Supply chains;Globalization;Companies;Tools;Manufacturing","automobile industry;globalisation;innovation management;investment;knowledge management;lean production;organisational aspects;product design;product development;purchasing;supply chain management;supply chains","Value stream Mapping;supply chains;optimise value chain;sub-tier suppliers;direct supplier;supply disruption challenges;Malaysian manufacture;established frameworks;Agile techniques;Kraljic Portfolio Model;critical sub-tier supplier;knowledge exchange;upstream suppliers;third-party sub-contractors;in-house value-added process;core competencies;organisation;multinational companies;current normal practice;globalisation sourcing;global value chain establishment;global manufacturing environment","","","","24","","15 Nov 2021","","","IEEE","IEEE Conferences"
"Understanding Lack of Trust in Distributed Agile Teams: A grounded theory study","S. Dorairaj; J. Noble; P. Malik","School of Engineering and Computer Science, Victoria University of Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, New Zealand","16th International Conference on Evaluation & Assessment in Software Engineering (EASE 2012)","20 Aug 2012","2012","","","81","90","Background: Trust fuels team performance and contributes to build an effective and cohesive team. The self-organizing and collaborative nature of Agile teams increases the importance of trust in software development teams. Trust is, however, affected in distributed teams. Aim: To investigate the emergent key concerns, particularly the impact of trust, in distributed Agile teams. Method: Through a Grounded Theory study that explores distributed software development from the specific perspective of Agile practitioners, we interviewed 45 participants from 28 different software companies in the USA, India, and Australia. Results: In this paper, we present the reasons for lack of trust and its adverse effects in distributed Agile teams that emerged from our analysis, using the causal-consequences theoretical model. Conclusion: Understanding the causes and consequences of lack of trust can develop awareness of the importance of trust in distributed teams, and pave ways for effectively building trust in project-oriented contexts.","","978-1-84919-541-6","10.1049/ic.2012.0011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6272500","","","distributed processing;software prototyping;trusted computing","distributed agile teams;grounded theory study;software development teams;distributed software development;software companies;causal-consequences theoretical model;project-oriented contexts","","3","","","","20 Aug 2012","","","IET","IET Conferences"
"The Roles of Functional Managers and Project Managers in a Matrix Organization","N. Kishore; J. H. C. Pretorius; G. Chattopadhyay","Postgraduate School of Engineering Management, University of Johannesburg,Johannesburg,South Africa; Postgraduate School of Engineering Management, University of Johannesburg,Johannesburg,South Africa; School of Science Engineering and Information Technology, Federation University,Gippsland,Australia","2019 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","3 Feb 2020","2019","","","784","788","In the era of technological change, the success of capital expenditure projects is significantly influenced by good project management, including project management structure. This paper presents how the roles of functional and project managers can positively influence project performance in a matrix structure. The focus on organizational structure is important since the fourth industrial revolution (Industry 4.0) depends more on highperformance computing and the co-existence of technology with human resources. A case study was conducted in a technology company in South Africa which had restructured their software department from a top-down reporting structure to a matrix structure (dual management system). This research identified gaps in the current roles of the managers and in the matrix structure itself. The focus of the research was to identify the factors that were negatively influenced by the matrix structure such as the quality of the projects produced, the level of risk involved and return on investment from the projects delivered. It was found that functional teams were hemorrhaging 9.56% of employees through resignations and projects were only achieving 94.17% of their objectives.","2157-362X","978-1-7281-3804-6","10.1109/IEEM44572.2019.8978830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8978830","cross-functional teams (CFT);project manager (PM);functional manager (FM);project management institute (PMI);subject matter experts (SME);software development life cycle (SDLC)","","human resource management;investment;organisational aspects;personnel;project management","functional managers;matrix organization;technological change;capital expenditure projects;good project management;project management structure;functional project managers;project performance;matrix structure;organizational structure;fourth industrial revolution;reporting structure;dual management system;current roles;functional teams","","","","14","","3 Feb 2020","","","IEEE","IEEE Conferences"
"On the Impact of Kanban on Software Project Work: An Empirical Case Study Investigation","M. Ikonen; E. Pirinen; F. Fagerholm; P. Kettunen; P. Abrahamsson","Dept. of Comput. Sci., Univ. of Helsinki, Helsinki, Finland; Project Manage. Office, Aalto Univ., Aalto, Finland; Dept. of Comput. Sci., Univ. of Helsinki, Helsinki, Finland; Dept. of Comput. Sci., Univ. of Helsinki, Helsinki, Finland; Dept. of Comput. Sci., Univ. of Helsinki, Helsinki, Finland","2011 16th IEEE International Conference on Engineering of Complex Computer Systems","27 May 2011","2011","","","305","314","The pertinent mission of software project management is to continuously achieve more and more successful projects. In the field of software development, the Kanban method has gained momentum recently, mostly due to its linkages to Lean thinking. However, only a few empirical studies investigate the dynamics and impacts of Kanban on projects. The aim of this study is to improve the understanding on how Kanban impacts on software project work. For the purpose of the study, a framework is developed and empirically investigated in an experimental software R&D setting called Software Factory. The impact of Kanban is evaluated from nine theoretically derived perspectives. The results highlight new findings regarding the application of Kanban in the software context. This bears managerial implications, which is addressed. The key implications of the findings suggest that Kanban and its inherent simplicity motivate the workers and control the project activities.","","978-0-7695-4381-9","10.1109/ICECCS.2011.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5773404","software development;Kanban;project management;process model","Software;Programming;Visualization;Documentation;Interviews;Lead;Project management","kanban;project management;software development management","software project work;software project management;Kanban method;software R&D setting;software factory","","24","","61","","27 May 2011","","","IEEE","IEEE Conferences"
"A review of effort estimation studies in agile, iterative and incremental software development","Danh Nguyen-Cong; De Tran-Cao","Department of Software Engineering, College of nformation & Communication Technology, Can Tho University, Vietnam; Department of Software Engineering, College of Information & Communication Technology, Can Tho University, Vietnam","The 2013 RIVF International Conference on Computing & Communication Technologies - Research, Innovation, and Vision for Future (RIVF)","23 Jan 2014","2013","","","27","30","This paper presents the results of systematically reviewing the current research literature on effort estimation in agile, iterative and incremental software projects (AIISPs). The primary purpose is to show evidences about common trends, gaps and recommendations for future studies. The results were limited to peer-reviewed conference papers/journal articles, written in English and published before 2013. The synthesis was made through classifying the papers based on different properties. The analysis indicates the need for future research on: 1) estimating effort for the remaining AIISPs, 2) analyzing the impact of properties of historical/current project data, 3) using benchmark data, 4) using composite models and 5) further empirical validation of the estimation models.","","978-1-4799-1350-3","10.1109/RIVF.2013.6719861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6719861","systematic review;effort estimation;cost estimation;size estimation;agile;scrum;XP;RUP;iterative software development;incremental software development","Estimation;Software;Data models;Computational modeling;Software engineering;Measurement;Planning","project management;software management;software prototyping","effort estimation study;agile software development;iterative software development;incremental software development;agile iterative and incremental software projects;AIISP","","12","","42","","23 Jan 2014","","","IEEE","IEEE Conferences"
"Evaluating Management Actions to Mitigate Disruptive Scenario Impacts in an E-Commerce Systems Integration Project","Z. A. Collier; J. H. Lambert","Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, USA; Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, USA","IEEE Systems Journal","22 Feb 2019","2019","13","1","593","602","E-commerce and other software-related projects are subject to disruptions that result in schedule delays, cost overruns, and degraded quality. Systems integration projects must address and mitigate the most disruptive scenarios resulting in the potential to miss predefined programmatic targets. In this paper, we present a method that aids in the selection of management actions that mitigate the effects of two concurrent modes of project disruption: 1) changes in the emphasis placed by decision-makers on project management success criteria, and 2) changes to the schedule network and its constituent activities. We identify disruptive emergent and future conditions and quantify those scenarios that are the most disruptive to the project. We then evaluate several management actions in mitigating project disruptions, accounting for benefits and costs. A systems integration of an e-commerce system with multiple functionalities is described in an example.","1937-9234","","10.1109/JSYST.2018.2812864","National Science Foundation(grant numbers:1541165); “CRISP Type 2: Collaborative Research: Resilience Analytics: A Data-Driven Approach for Enhanced Interdependent Network Resilience,”; Commonwealth Center for Advanced Logistics Systems; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8331825","Decision making;electronic commerce;project management;risk analysis;scheduling;systems engineering and theory","Schedules;Risk management;Project management;Decision making;System integration;Delays","decision making;electronic commerce;project management;scheduling","management actions;mitigate disruptive scenario impacts;e-commerce systems integration project;software-related projects;schedule delays;cost overruns;systems integration projects;disruptive scenarios;predefined programmatic targets;project disruption;project management success criteria;schedule network;disruptive emergent;e-commerce system;project disruptions","","7","","67","IEEE","5 Apr 2018","","","IEEE","IEEE Journals"
"Good practices in requirements, project and risk management in educational IT projects","M. A. Płotka; ł. Syty","Faculty of Information Technology, Polish-Japanese, Institute of Information Technology, ul. Brzegi 55, 80-045 Gdańsk, Poland; Faculty of Applied Physics and Mathematics, Gdańsk, University of Technology, ul. Narutowicza 11/12, 80-233 Gdańsk, Poland","2012 Federated Conference on Computer Science and Information Systems (FedCSIS)","20 Nov 2012","2012","","","1017","1021","One can find many learning aids and simulations of physical phenomena on the market — provided as a standalone application or as part of an educational package. However, only a few of them allow for the building of interactive experiments: experiments similar to those that should be conducted in physics laboratories at schools. Gdańsk University of Technology decided to fill this market niche by designing and constructing a set of virtual experiments — so called e-experiments. To avoid common problems that a lot of IT products brought to defeat, they prepared procedures in accordance with the best practices of software engineering. The paper below describes the process of the e-experiments development paying special attention to requirement, project and risk management. Authors try to prove that by not escaping from difficult matters such as carefully planning and risk analysis success can and will be achieved.","","978-83-60810-48-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6354428","","Educational institutions;Physics;Project management;Software;Computers;Testing","computer aided instruction;educational institutions;project management;risk analysis;software engineering","project management;risk management;educational IT projects;learning aids;learning simulations;educational package;interactive experiments;Gdańsk University of Technology;market niche;virtual experiments;e-experiments;software engineering;planning analysis;risk analysis","","1","","22","","20 Nov 2012","","","IEEE","IEEE Conferences"
"Organization of Joint Work on IT Projects in the Context of Distance Learning","M. Stupina","Don State Technical University,The Department of Information Technologies,Rostov-on-Don,Russia","2022 2nd International Conference on Technology Enhanced Learning in Higher Education (TELE)","22 Jun 2022","2022","","","281","285","Project activity for IT specialists in the field of academic formation reflects modern requirements of both professional and universal competencies. The transition to a distance learning format set forth the need to change the methodology for organizing work on IT projects and the use of digital technology tools. This paper presents the intricacies of joint work on IT projects in the conditions of team distributed development, as well as online services for the implementation of all development life cycle stages.","","978-1-6654-7007-0","10.1109/TELE55498.2022.9801037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9801037","project work;IT project;professional competencies;soft skills;online services","Computer aided instruction;Leadership;Systematics;Education;Organizations;Software;Planning","distance learning;DP management;project management","distance learning;project activity;academic formation;professional competencies;universal competencies;IT projects;digital technology tools;development life cycle stages","","","","19","IEEE","22 Jun 2022","","","IEEE","IEEE Conferences"
"Overcoming ICT project failures - A practical perspective","K. Fenech; C. De Raffaele","Middlesex University Malta, Pembroke, Malta; Middlesex University Malta, Pembroke, Malta","2013 World Congress on Computer and Information Technology (WCCIT)","3 Oct 2013","2013","","","1","6","In today's global economy, exploiting competitive advantage, increasing market share, enhancing efficiency, reducing costs and eliminating bureaucracy are becoming common objectives on the agenda for business owners and organizations. Through the proper implementation and adaption of Information and Communications Technology (ICT) projects, organizations are recognising the ability to realise such goals more effectively. Notwithstanding the strategic recognition of implementing ICT projects however, the ICT industry is consistently faced by a high level of ICT project failures, which is of deep concern to all the business owners, board of directors as well as project managers. The motivation of this paper is to critically analyse the performance of ICT projects whilst establishing the various factors leading to such situations. This is achieved by undertaking a comprehensive and holistic review of prominent reports on a multitude of scenario cases together with in-depth identification of effecting issues leading to reported failures. To add value to the current research a number of suggestions are finally presented that, together with the implemented project management strategy, will assist in ensuring a successful ICT project delivery.","","978-1-4799-0462-4","10.1109/WCCIT.2013.6618719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6618719","ICT project success;ICT project failures;ICT Governance;ICT project execution;Risk Management","Project management;Planning;Industries;Educational institutions;Organizations;Uncertainty","business data processing;information technology;organisational aspects","overcoming ICT project failures;global economy;market share;enhancing efficiency;reducing costs;eliminating bureaucracy;business owners;organizational aspects;information and communications technology;strategic recognition;ICT industry","","8","","42","","3 Oct 2013","","","IEEE","IEEE Conferences"
"The Toolbox of a Successful Software Craftsman","F. Cannizzo; G. Marcionetti; P. Moser","British Telecom PLC, London; British Telecom PLC, London; British Telecom PLC, London","15th Annual IEEE International Conference and Workshop on the Engineering of Computer Based Systems (ecbs 2008)","18 Apr 2008","2008","","","389","397","The authors of this paper are part of a distributed agile team assembled in 2005 to create a software product, adopting agile methodologies and using a set of tools to support the development work. The authors present their experience on working with these tools to effectively improve the adopted agile practices. Three of the most crucial agile practices, given the size of the team and its distributed nature, are discussed: maintain high project status visibility, provide immediate feedback and achieve complete automation for most of the development activities.","","978-0-7695-3141-0","10.1109/ECBS.2008.48","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4492420","Agile;tool;distributed team;automation;immediate feedback;project status visibility;Eclipse;ScrumWorks;Cruise Control;FitNesse;Selenium;toolbox;craftsman;web21c sdk;Scrum;eXtreme Programming;XP","Software tools;Meeting planning;Feedback;Automation;Service oriented architecture;Telephony;Conferences;Distributed computing;Telecommunication computing;Programmable control","software tools","software craftsman toolbox;distributed agile team;software product development","","2","","2","","18 Apr 2008","","","IEEE","IEEE Conferences"
"Teaching DevOps and Cloud Based Software Engineering in University Curricula","Y. Demchenko; Z. Zhao; J. Surbiryala; S. Koulouzis; Z. Shi; X. Liao; J. Gordiyenko",University of Amsterdam; University of Amsterdam; University of Stavanger; University of Amsterdam; University of Amsterdam; University of Amsterdam; Agile Telecom,"2019 15th International Conference on eScience (eScience)","19 Mar 2020","2019","","","548","552","This paper presents recommendations on the design and pilot implementation of the DevOps and Cloud based Software Development curricula for Computer Science and Software Engineering masters. The central part of proposed approach is the Body of Knowledge in the DevOps technologies for Software Engineering (DevOpsSE BoK) that defines a set Knowledge Areas and Knowledge Units required for SE professionals to work efficiently as DevOps engineer or application developer. Defining DevOpsSE-BoK provides a basis for defining required professional competences and skills and allows consistent curricula structuring and profiling. The paper also reports on the experience of the first course run on 2018/2019 academic year at the University of Amsterdam. The paper presents the structure of the course and explains what instructional methodologies have been used for course development, such as project based learning that facilitates the students' team based skills both in mastering Agile development process and skills sharing. The paper provides a short summary of the generally used DevOps definitions, concepts, models and tools, specifically focusing on the cloud based DevOps tools for software development, deployment and operation that allows the main DevOps principle of continuous development and continuous improvement which are critical for modern agile data driven companies.","","978-1-7281-2451-3","10.1109/eScience.2019.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9041714","DevOps and Cloud Based Software Engineering; DevOps Software Engieering Body of Knowledge; Education; Instructional methodology; Project Based Learning","","cloud computing;computer aided instruction;computer science education;educational courses;educational institutions;formal specification;software engineering;teaching","software development;DevOpsSE BoK;set Knowledge Areas;knowledge units;SE professionals;application developer;DevOpsSE-BoK;professional competences;consistent curricula structuring;course development;agile development process;continuous development;DevOps teaching;university curricula;pilot implementation;software engineering masters","","2","","21","","19 Mar 2020","","","IEEE","IEEE Conferences"
"Integration Process Between Terminal Operating System and Enterprise Resource Planning System in State-owned Port Business","Richard; Angelia; C. Holyson","Bina Nusantara University,Information System Department,Jakarta,Indonesia,11840; Bina Nusantara University,Information System Department,Jakarta,Indonesia,11840; Bina Nusantara University,Information System Department,Jakarta,Indonesia,11840","2019 IEEE 9th International Conference on System Engineering and Technology (ICSET)","21 Nov 2019","2019","","","385","390","The purpose of this paper is to analyze and review the integration process between front-end logistics system in the form of a Terminal Operating System (TOS) and Enterprise Resource Planning (ERP) system which is undergone in a state-owned port business (XYZ). The requirements gathering is already done to identify and analyze the requirements of this project. The design process uses agile development methodology, whereas the testing process uses unit test and system integration test. The testing processes provide insight and understanding of system integration implementation process. The result of unit test and system integration test shows that the main business processes are fulfilled and accommodated successfully as the result of system integration. This system integration brought several benefits and value in the form of increased effectiveness in data exchange between systems in the business process cycle, accuracy on the exchanged data due to the occurring data validation done on the middleware level, and the efficiency of data exchange due to use of the developed web services that is integrated and supports real-time data update.","2470-640X","978-1-7281-0758-5","10.1109/ICSEngT.2019.8906464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8906464","System Integration;Terminal Operating System;Enterprise Resource Planning;Agile Methodology;Unit Test;System Integration Test","System integration;Information systems;Web services;Testing;Operating systems;Enterprise resource planning","","","","","","15","","21 Nov 2019","","","IEEE","IEEE Conferences"
"Using scrum to teach software engineering: A case study","S. D. Zorzo; L. de Ponte; D. Lucrédio","Computing Department, UFSCar - Federal University of São Carlos, SP - Brazil; Computing Department, UFSCar - Federal University of São Carlos, SP - Brazil; Computing Department, UFSCar - Federal University of São Carlos, SP - Brazil","2013 IEEE Frontiers in Education Conference (FIE)","19 Dec 2013","2013","","","455","461","The diffusion of agile methodologies in software development makes them more mature for corporative environment. However, teaching agile methodologies on the academic environment poses many difficulties and limitations. This paper describes a case study where an innovative approach for teaching software development technologies was adopted. In this approach, the entire course was designed to fit Scrum's principles, so that the students could apply them as they were learning it. Also, the course's main project was to be developed in sprints, as proposed in Scrum. After almost two years using this approach, in this paper we describe our experience and perform a critical analysis. We observed some positive points, such as the practical nature of learning by example, and a better preparation of the students regarding agile methodologies. As negative points, we highlight the impossibility of delivering complete products in earlier sprints, and some interaction and collaboration difficulties. The main conclusion of this study is that, for the approach to work in our academic scenario, a modified version of the Scrum methodology was necessary.","2377-634X","978-1-4673-5261-1","10.1109/FIE.2013.6684866","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684866","agile methodologies;software engineering;academic teaching;SCRUM","Software;Software engineering;Education;Programming;Communities;Data visualization;Databases","computer science education;software prototyping;teaching","Scrum principles;software engineering;teaching;agile methodologies;software development technologies;student learning","","14","","11","","19 Dec 2013","","","IEEE","IEEE Conferences"
